,Title,Description,Company,Location,Actively_Hiring,ListDate,DaysAgo,Link,Latest,Scraped
68,Junior Blockchain Developer (Remote Internship - IT),"LOCATION: Remote Work

SCHEDULE: Part-time

Are you passionate about blockchain technology and seeking an unparalleled opportunity to gain hands-on experience while working with a prestigious Management Consulting firm? TalentKompass Deutschland, a top Human Resources company based in Germany, is searching for a motivated Blockchain Development Intern to join our esteemed client. This remote position offers an exceptional chance for someone eager to learn and grow in a dynamic and fast-paced environment.

As a Blockchain Development Intern, you will work closely with the consulting and development teams, where you will be responsible for a range of tasks, including designing, implementing, and testing blockchain solutions. You will have the extraordinary opportunity to learn from experienced professionals who will provide mentorship and guidance throughout the internship. With this internship, you will gain valuable experience in blockchain development, smart contracts, and teamwork - all essential skills for a successful career in this field.











At TalentKompass Deutschland, we are committed to helping our interns develop their skills and reach their full potential. Our client is a reputable Management Consulting firm that will provide invaluable experience in a competitive industry. Don't miss this incredible opportunity to jump-start your career in blockchain development - apply now!",TalentKompass Deutschland,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,1 week ago,7.0,https://ma.linkedin.com/jobs/view/junior-blockchain-developer-remote-internship-it-at-talentkompass-deutschland-3786037005?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=5ARD0kndaHd3AYH9QipAxQ%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
65,Junior Blockchain Developer (Remote Internship - IT),"LOCATION: Remote Work

SCHEDULE: Part-time

Are you passionate about blockchain technology and seeking an unparalleled opportunity to gain hands-on experience while working with a prestigious Management Consulting firm? TalentKompass Deutschland, a top Human Resources company based in Germany, is searching for a motivated Blockchain Development Intern to join our esteemed client. This remote position offers an exceptional chance for someone eager to learn and grow in a dynamic and fast-paced environment.

As a Blockchain Development Intern, you will work closely with the consulting and development teams, where you will be responsible for a range of tasks, including designing, implementing, and testing blockchain solutions. You will have the extraordinary opportunity to learn from experienced professionals who will provide mentorship and guidance throughout the internship. With this internship, you will gain valuable experience in blockchain development, smart contracts, and teamwork - all essential skills for a successful career in this field.











At TalentKompass Deutschland, we are committed to helping our interns develop their skills and reach their full potential. Our client is a reputable Management Consulting firm that will provide invaluable experience in a competitive industry. Don't miss this incredible opportunity to jump-start your career in blockchain development - apply now!",TalentKompass Deutschland,"Marrakesh, Marrakesh-Safi, Morocco",Yes,1 week ago,7.0,https://ma.linkedin.com/jobs/view/junior-blockchain-developer-remote-internship-it-at-talentkompass-deutschland-3786037013?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=6fHJgqx9HAgdOF81Fs9DYg%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
64,Ingénieur Validation ADAS,"💥 Découvrez la Vie Apsidienne 📹 et vous aussi, devenez Apsidien //
On aurait pu demander à Chat GPT de vous démontrer en quoi Apside est l’ESN qu’il vous faut, mais on préfère que vous le découvriez vous-mêmes 👇😏",Apside,"Casablanca-Settat, Morocco",Yes,1 week ago,7.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-validation-adas-at-apside-3782011113?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=tRczfy2sIiaZa6lx79QeXA%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
239,Ingénieur System embarqué Senior,"6 ans dXP min Basic SoftWare - COM
Dev/Integ BSW ( Embedded C,..) &+ :
Autosar COM stack ( PdUR, COM, CAN, LIN, )
CAN/LIN, TRESOS, Lauterbarch/Windea, ..",Wexus Recruitment,"Casablanca, Casablanca-Settat, Morocco",Yes,1 week ago,7.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-system-embarqu%C3%A9-senior-at-wexus-recruitment-3782456799?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=%2BN3zzwRFeP3Jk9lx1iGgVw%3D%3D&position=16&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
106,Expert Cloud & Devops,"Attijariwafa bank est le premier Groupe Bancaire et Financier du Maghreb et un acteur financier de référence en Afrique.

En plus de l’activité bancaire, le Groupe opère, à travers des filiales spécialisées, dans tous les métiers financiers : assurance, crédit immobilier, crédit à la consommation, leasing, gestion d’actifs, intermédiation boursière, conseil, location longue durée, factoring…",Attijariwafa bank,Casablanca Metropolitan Area,Yes,1 week ago,7.0,https://ma.linkedin.com/jobs/view/expert-cloud-devops-at-attijariwafa-bank-3787028593?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=JwzSZAzUtnnZcbSiEyTdCA%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
60,Ingénieur(e) Big Data - Expérience Senior,"The future is our choice

Titre : Ingénieur(e) Big Data - Expérience Confirmée - Poste Passionnant à Pourvoir !",Eviden,"Casablanca-Settat, Morocco",Yes,1 week ago,7.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-e-big-data-exp%C3%A9rience-senior-at-eviden-3765755236?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=ogNTjZuqm5%2B4p%2F7Dko71HQ%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
59,Junior Frontend Developer (Remote Internship - IT),"LOCATION: Remote Work

SCHEDULE: Part-time

Are you a budding frontend developer seeking an exceptional opportunity to gain hands-on experience while working with a prestigious Management Consulting firm? TalentKompass Deutschland, a leading Human Resources company based in Germany, is searching for a highly motivated Frontend Development Intern to join our esteemed client. This remote position offers a unique chance for someone passionate about web development and eager to learn in a dynamic and fast-paced environment.

As a Frontend Development Intern, you will work closely with the development and consulting teams, where you will be responsible for a range of tasks, including coding, debugging, and collaborating on innovative web solutions. You will have the extraordinary opportunity to learn from experienced professionals who will provide mentorship and guidance throughout the internship. With this internship, you will gain valuable experience in frontend development, web design, and teamwork - all essential skills for a successful career in this field.











At TalentKompass Deutschland, we are committed to helping our interns develop their skills and reach their full potential. Our client is a reputable Management Consulting firm that will provide invaluable experience in a competitive industry. Don't miss this fantastic opportunity to jump-start your career in frontend development - apply now!",TalentKompass Deutschland,"Casablanca, Casablanca-Settat, Morocco",No,1 week ago,7.0,https://ma.linkedin.com/jobs/view/junior-frontend-developer-remote-internship-it-at-talentkompass-deutschland-3786039240?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=gGl%2BtMZwnOPinw5LNsLarw%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
58,Backend Developer,"About the Job Opening
Are you a skillful Backend Engineer with expertise in Golang? Do you want to expand the horizon of ambitions and contribute to cutting-edge projects? Do you day-dream of algorithm optimizations and concurrent programming? Would you like to build robust, scalable programs that handle thousands of requests per second using your Golang skills? Then this job is tailor-made for you. Avito is actively seeking talented Backend Engineers with a strong focus on Golang to join our tech team and participate in the creation of advanced, innovative, and amazing projects.",Avito.ma - Frontier Digital Ventures,Casablanca Metropolitan Area,No,1 week ago,7.0,https://ma.linkedin.com/jobs/view/backend-developer-at-avito-ma-frontier-digital-ventures-3786893728?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=psGkuKHOVmpWeZh76Qprqw%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
243,Tech Lead - Java,"Our offices are closed from December 23rd until January 2nd. Please allow us some time at the start of January to review all of the applicants that we receive. Should we want to move forward with an interview, you should expect to hear back from us no later than January 5th.
Who We Are:",Munvo,"Mechouar, Casablanca-Settat, Morocco",No,1 week ago,7.0,https://ma.linkedin.com/jobs/view/tech-lead-java-at-munvo-3778862557?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=phIYiCA6vv6u30XQaHwCuA%3D%3D&position=20&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
252,Frontend Senior Developer H/F - Casablanca,"Eskimoz, c’est une agence d’acquisition digitale (SEO, Paid, Content, Data) qui propose un accompagnement sur mesure à ses clients pour répondre au mieux à leurs enjeux et contraintes.
Depuis 2015, l’agence s’est imposée sur le marché français puis européen en devenant progressivement un acteur incontournable du SEO.",Eskimoz,Casablanca Metropolitan Area,No,1 week ago,7.0,https://ma.linkedin.com/jobs/view/frontend-senior-developer-h-f-casablanca-at-eskimoz-3784350572?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=DJ1JoQG5YugRop23fGY2QA%3D%3D&position=4&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
56,Junior Frontend Developer (Remote Internship - IT),"LOCATION: Remote Work

SCHEDULE: Part-time

Are you a budding frontend developer seeking an exceptional opportunity to gain hands-on experience while working with a prestigious Management Consulting firm? TalentKompass Deutschland, a leading Human Resources company based in Germany, is searching for a highly motivated Frontend Development Intern to join our esteemed client. This remote position offers a unique chance for someone passionate about web development and eager to learn in a dynamic and fast-paced environment.

As a Frontend Development Intern, you will work closely with the development and consulting teams, where you will be responsible for a range of tasks, including coding, debugging, and collaborating on innovative web solutions. You will have the extraordinary opportunity to learn from experienced professionals who will provide mentorship and guidance throughout the internship. With this internship, you will gain valuable experience in frontend development, web design, and teamwork - all essential skills for a successful career in this field.











At TalentKompass Deutschland, we are committed to helping our interns develop their skills and reach their full potential. Our client is a reputable Management Consulting firm that will provide invaluable experience in a competitive industry. Don't miss this fantastic opportunity to jump-start your career in frontend development - apply now!",TalentKompass Deutschland,"Marrakesh, Marrakesh-Safi, Morocco",No,1 week ago,7.0,https://ma.linkedin.com/jobs/view/junior-frontend-developer-remote-internship-it-at-talentkompass-deutschland-3786035228?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=qgAwamZnurL8snFut%2FIixg%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
251,Développeur JAVA/JEE Senior (F/H),"Nous recherchons un développeur sénior pour rejoindre les équipes CGI.
Vous prenez le lead sur les activités de l’architecture et la conception technique des applications dans un environnement Cloud.
Vous travaillerez en mode agile au sein d’une équipe passionnée et dynamique, et sur des technologies toujours plus innovantes.",CGI,"Fez, Fès-Meknès, Morocco",Yes,1 week ago,7.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-jee-senior-f-h-at-cgi-3784543589?refId=kX39VwbtPplXonlnPr5m4Q%3D%3D&trackingId=dUzBwnKiX9mR3TrNMKqnug%3D%3D&position=3&pageNum=10&trk=public_jobs_jserp-result_search-card,1,2023-12-23
54,Junior Frontend Developer (Remote Internship - IT),"LOCATION: Remote Work

SCHEDULE: Part-time

Are you a budding frontend developer seeking an exceptional opportunity to gain hands-on experience while working with a prestigious Management Consulting firm? TalentKompass Deutschland, a leading Human Resources company based in Germany, is searching for a highly motivated Frontend Development Intern to join our esteemed client. This remote position offers a unique chance for someone passionate about web development and eager to learn in a dynamic and fast-paced environment.

As a Frontend Development Intern, you will work closely with the development and consulting teams, where you will be responsible for a range of tasks, including coding, debugging, and collaborating on innovative web solutions. You will have the extraordinary opportunity to learn from experienced professionals who will provide mentorship and guidance throughout the internship. With this internship, you will gain valuable experience in frontend development, web design, and teamwork - all essential skills for a successful career in this field.











At TalentKompass Deutschland, we are committed to helping our interns develop their skills and reach their full potential. Our client is a reputable Management Consulting firm that will provide invaluable experience in a competitive industry. Don't miss this fantastic opportunity to jump-start your career in frontend development - apply now!",TalentKompass Deutschland,"Essaouira, Marrakesh-Safi, Morocco",No,1 week ago,7.0,https://ma.linkedin.com/jobs/view/junior-frontend-developer-remote-internship-it-at-talentkompass-deutschland-3786039127?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=sUAn13P%2BJf5%2BOsTj3woCnw%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
